ID,METODE,DATA,Codi_Districte,Nom_Districte,F0,F1,F2,RENDA,Q1,Q2,EDAT,ID4,ID4_PAIS,ID5,P9,ID7,ID8,ID9,P1,P1A,Q1A,P1B,P2_1,P2_2,P2_3,P2_4,P2_6,P2_7,P2_5,P2_5B,P2,P2A,P2B,P3_1,P3_2,P3_3,P3_0,P3_95,P3_98,P3_99,P4,P5A_1,P5A_2,P5A_3,P5A_4,P5A_5,P5A_6,P5A_7,P5A_8,P5A_9,P5A_10,P5A_11,P5A_12,P5A_13,P5A_14,P5A_15,P5A_16,P5A_17,P5A_18,P5A_19,P5A_20,P5A_18_cod,P6,P7,Q8,P8B,P9B,P10,P10B_1,P10B_2,P10B_3,P10B_4,P10B_5,P10B_6,P10B_95,P10B_98,P10B_99,P11_0,P11_1,P11_2,P11_3,P11_4,P11_5,P11_98,P11_99,P11B,P11C_1,P11C_2,P11C_3,P11C_4,P11C_5,P11C_6,P11C_95,P11C_98,P11C_99,P12,Q12,P13,P13B_1,P13B_2,P13B_3,P13B_4,P13B_5,P13B_98,P13B_99,ID10,ID11,P14,P14_1cod,P14_2cod,P5A_1rec,P5A_2rec,P5A_3rec,P5A_4rec,P5A_5rec,P5A_6rec,P5A_7rec,P5A_8rec,P5A_9rec,P5A_10rec,P5A_11rec,P5A_12rec,P5A_13rec,P5A_14rec,P5A_15rec,P5A_16rec,P5A_17rec,P5A_18rec,P5A_19rec,P5A_20rec,P2_LLAR,Longitud,Latitud,Pes
46,1,20201019,8,Nou Barris,2,1,1,1,2,60,5,1,,1,5,2,3,0,1,2,10,,2,1,1,0,0,0,0,,1,1,,1,,,,,,,1,4,1,5,5,5,5,1,4,4,4,5,5,5,5,5,4,5,5,1,5,,1,0,,4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,6,3,,,,,,,,2,2,,,,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,4,2.1726213,41.4469075,0.5194690
48,1,20201019,6,Gràcia,2,1,1,3,1,79,7,1,,3,,3,2,0,2,,,7,0,2,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,2.15044,41.4189837,0.9256080
49,1,20201019,2,Eixample,1,1,1,5,1,68,6,1,,3,,4,3,0,1,2,9,,3,1,2,1,0,0,0,,1,1,,1,,,,,,,1,3,1,4,5,5,1,3,4,4,5,2,5,5,5,5,4,5,5,4,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,2,,,5,,,2,2,,,,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,7,2.1705448,41.3968298,0.6212770
50,1,20201019,8,Nou Barris,2,1,1,1,2,77,7,1,,3,,4,3,0,1,2,6,,0,2,1,1,0,0,0,,2,,,,,,0,,,,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,3,2,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2.1745568,41.4277128,0.6166440
54,1,20201019,5,Sarrià - Sant Gervasi,1,1,1,5,2,85,7,1,,3,,3,2,0,1,1,10,,1,0,1,1,0,0,0,,1,1,,1,,,,,,,1,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,2,2,,,,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2.1311358,41.3925243,0.6122530
55,1,20201019,6,Gràcia,2,1,1,4,2,74,6,3,40,3,,1,1,0,1,2,7,,1,2,1,0,0,0,0,,1,1,,1,,,,,,,1,1,1,1,2,5,1,1,4,5,4,4,5,5,5,4,5,5,5,1,1,,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,4,2.1536075,41.4088333,0.7058720
63,1,20201020,2,Eixample,1,1,1,3,1,68,6,1,,3,,3,2,0,1,2,10,,3,1,2,0,0,0,0,,1,1,,1,,,,,,,1,1,1,5,5,5,5,2,4,5,5,3,5,5,5,3,5,5,5,5,5,,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,4,2,,,,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,6,2.1464292,41.3796794,0.9409090
68,1,20201019,9,Sant Andreu,2,1,1,1,1,48,4,1,,1,5,4,4,1,1,2,10,,2,1,1,1,0,0,0,,2,,,1,,,,,,,1,3,1,1,1,5,3,1,1,3,3,1,5,5,5,4,1,5,5,1,1,,1,0,,1,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,2,2,,,,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,5,2.2000551,41.446353,0.5916310
72,1,20201019,10,Sant Martí,1,1,1,4,2,58,5,1,,1,4,4,3,0,1,2,8,,3,2,2,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,4,2,1,3,4,4,2,4,5,5,5,4,4,2,2,3,1,1,0,,2,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,0,,1,,2,3,4,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,8,2.1947018,41.3914526,0.6953470
73,1,20201019,5,Sarrià - Sant Gervasi,2,1,1,5,2,74,6,1,,3,,1,1,0,1,2,3,,1,1,0,1,0,1,0,,1,1,,1,,,,,,,1,1,1,2,1,5,5,1,3,5,3,1,5,5,5,1,4,5,3,1,2,1,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,3,2.1321091,41.4023188,0.6378260
88,1,20201019,5,Sarrià - Sant Gervasi,1,1,1,5,2,75,7,1,,3,,3,2,0,2,,,6,2,1,2,0,0,0,0,,1,1,,,,,,,,99,7,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,1,2,,2,,,,,,,,,,,,,,,,,,,,,5,2.132392,41.3939897,0.6122530
89,1,20201019,8,Nou Barris,2,1,1,1,2,28,2,1,,1,4,4,4,0,1,2,7,,4,0,1,0,0,1,0,,1,1,,1,,,,,,,1,1,1,3,1,2,5,1,4,3,3,2,3,5,2,3,2,5,5,2,1,,1,1,5,,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,9,3,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,5,2.1771648,41.4608062,0.6941870
90,1,20201019,2,Eixample,2,1,1,3,1,60,5,1,,1,2,3,2,0,1,2,8,,2,2,2,0,0,0,1,2,1,1,,1,2,,,,,,1,1,1,3,1,2,5,1,1,3,4,2,2,2,1,3,2,3,5,1,1,,1,0,,2,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,6,2,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,2.1963356,41.4135169,0.7415780
91,1,20201019,6,Gràcia,1,1,1,4,2,91,7,1,,3,,1,1,0,1,1,10,,1,0,0,1,0,0,0,,1,2,2,1,,,,,,,2,4,1,4,5,5,4,1,4,5,5,3,4,5,5,5,5,5,5,5,5,,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2.1503563,41.4047718,0.7227580
93,1,20201019,2,Eixample,1,1,1,4,2,63,5,2,,1,4,3,2,0,1,4,9,,2,0,2,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,2,4,4,4,1,5,5,5,5,4,5,5,1,5,,1,0,,1,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,98,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,4,2.1557075,41.3927174,0.6953470
95,1,20201019,6,Gràcia,2,1,1,3,2,64,5,1,,2,,3,2,0,1,2,7,,2,0,1,1,0,0,0,,1,1,,1,,,,,,,1,2,1,2,1,3,5,1,2,3,4,5,4,5,5,3,4,5,3,5,2,1,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,6,3,,,,,,,,3,2,,,,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,4,2.1668445,41.4064915,0.8096400
98,1,20201019,6,Gràcia,1,1,1,3,1,21,1,1,,1,4,2,3,0,1,2,8,,3,0,3,2,1,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,4,2,2,3,4,4,2,4,5,4,4,4,4,5,2,1,,2,0,,2,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,8,2.1385148,41.4136897,1.0625790
99,1,20201019,8,Nou Barris,2,1,1,1,2,64,5,1,,3,,3,2,0,1,1,4,,2,1,0,0,0,0,0,,1,98,,,,,,,98,,1,5,1,4,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,,1,0,,3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,2,2,,,,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2.1746563,41.4467602,0.5194690
100,1,20201020,2,Eixample,1,1,1,3,1,73,6,1,,3,,3,2,0,1,2,7,,0,1,0,1,0,0,0,,2,,,1,,,,,,,1,4,2,5,5,5,5,1,5,1,3,3,5,5,5,3,5,5,5,5,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2.1750669,41.399626,0.9409090
101,1,20201019,8,Nou Barris,2,1,1,1,2,84,7,1,,3,,3,2,0,2,,,6,0,0,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1733534,41.4406905,0.6166440
103,1,20201019,9,Sant Andreu,1,1,1,2,2,23,1,1,,1,2,4,4,0,1,2,8,,4,0,4,1,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,5,1,3,3,4,2,1,5,3,4,4,5,3,5,1,2,1,0,,1,2,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,2,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,9,2.191661,41.4231609,1.8311610
106,1,20201019,2,Eixample,1,1,1,3,2,73,6,1,,3,,1,1,0,1,2,9,,1,0,1,0,0,1,0,,1,2,98,1,2,,,,,,1,1,1,5,5,5,5,1,4,4,4,2,5,5,5,3,3,5,3,5,3,2,1,6,10,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,1,,2,,4,,,,5,2,,,,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2.1795954,41.3959212,0.9138400
110,1,20201019,3,Sants - Montjuïc,2,1,1,2,1,68,6,1,,3,,3,2,0,1,2,8,,3,1,1,1,0,1,0,,1,2,2,1,,,,,,,1,1,1,3,5,5,5,1,4,1,4,2,5,5,5,4,4,5,5,1,3,,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,5,3,,,,,,,,5,2,,,,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,6,2.124037,41.3749236,1.9817320
111,1,20201019,5,Sarrià - Sant Gervasi,1,1,1,5,2,63,5,1,,1,1,2,2,0,1,1,4,,2,1,1,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,5,4,5,1,1,4,4,4,1,5,5,5,2,3,5,3,5,5,4,3,0,,1,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,10,3,,,,,,,,3,2,,,,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,4,2.1462226,41.4031358,0.5724590
113,1,20201019,10,Sant Martí,2,1,1,4,1,70,6,1,,3,,3,2,0,1,2,7,,0,1,0,1,0,0,0,,2,,,,,,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,2.2046672,41.4030412,0.7479180
115,1,20201019,10,Sant Martí,1,1,1,2,2,60,5,1,,3,,3,2,0,1,1,7,,2,0,2,0,0,0,0,,1,98,,1,,,,,,,1,3,2,4,5,5,5,5,4,4,4,4,5,5,5,4,4,5,5,5,5,,2,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,6,3,,,,,,,,4,2,,,,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,4,2.190938,41.4070759,1.7400630
117,1,20201019,6,Gràcia,2,1,1,3,2,64,5,1,,3,,3,2,0,1,2,8,,2,2,2,2,0,0,0,,1,1,,1,,,,,,,1,1,1,3,5,5,5,1,5,4,4,2,4,5,5,4,4,5,5,1,4,,2,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,3,2,,,,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,8,2.147739,41.4177332,0.8096400
118,1,20201019,8,Nou Barris,2,1,1,1,2,48,4,3,340,4,,2,2,0,1,1,10,,2,0,0,0,1,0,0,,1,1,,1,,,,,,,1,4,1,4,1,4,5,1,5,5,5,5,5,5,5,5,4,3,5,1,2,,2,0,,3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,3,2,,,,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2.1698776,41.431042,0.5537460
120,1,20201019,3,Sants - Montjuïc,1,1,1,2,1,76,7,1,,3,,3,2,0,1,2,9,,2,1,0,2,0,1,0,,1,1,,1,,,,,,,1,1,1,5,5,3,5,1,3,2,3,2,5,5,5,5,3,5,5,5,2,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,4,3,,,,,,,,5,2,,,,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,5,2.1467291,41.370697,2.0547790
125,1,20201020,8,Nou Barris,1,1,1,1,2,83,7,1,,3,,1,1,0,2,,,7,0,0,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1649342,41.4382447,0.6166440
132,1,20201019,10,Sant Martí,1,1,1,4,1,64,5,1,,3,,3,2,0,1,2,8,,2,0,0,1,0,1,0,,1,1,,1,,,,,,,1,1,1,3,1,4,5,1,4,4,4,1,5,5,5,4,4,5,5,2,2,,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,2,,,,,,,,3,2,,,,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,3,2.2014384,41.4036694,0.6960400
133,1,20201019,8,Nou Barris,1,1,1,1,1,46,4,1,,1,4,4,4,2,1,2,7,,2,1,3,0,0,1,0,,1,1,,1,2,,,,,,1,1,1,1,2,5,3,1,4,4,3,1,2,4,4,3,3,5,3,1,3,2,1,0,,2,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,2.1625109,41.4432382,0.5916310
135,1,20201019,8,Nou Barris,2,1,1,1,2,49,4,1,,2,,4,4,1,1,2,7,,4,1,1,1,0,0,0,,1,1,,1,,,,,,,1,2,1,5,1,2,1,1,2,3,3,2,5,5,1,5,2,5,2,1,3,1,1,0,,1,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,4,2,,,,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,7,2.1839838,41.4492599,0.5537460
136,1,20201019,8,Nou Barris,2,1,1,1,2,55,5,1,,4,,3,2,0,1,1,7,,2,0,0,1,0,0,0,,1,1,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,2.1766424,41.4301597,0.5194690
137,1,20201020,8,Nou Barris,1,1,1,1,2,45,4,1,,1,2,3,2,0,1,2,8,,2,0,0,0,0,0,0,,1,1,,1,,,,,,,1,3,1,3,5,5,5,1,2,2,3,5,3,5,5,4,4,5,5,5,2,,1,0,,3,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,10,3,,,,,,,,4,2,,,,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2.1725964,41.447086,0.5537460
138,1,20201020,10,Sant Martí,2,1,1,4,2,60,5,1,,1,2,3,2,0,1,2,8,,2,1,0,1,0,0,0,,1,1,,1,,,,,,,1,4,2,5,5,5,5,3,4,4,5,3,5,5,5,4,4,5,5,1,3,,2,0,,2,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,9,2,,,,,,,,4,2,,,,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,4,2.2122525,41.4100941,0.6953470
145,1,20201019,2,Eixample,2,1,1,3,1,65,6,2,,1,5,4,4,0,1,2,10,,3,1,1,1,0,0,0,,1,1,,1,,,,,,,1,2,1,1,5,5,1,1,5,1,4,1,5,5,5,4,2,5,5,5,1,,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,5,2,,,,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,6,2.1592689,41.3783517,0.9409090
146,1,20201019,7,Horta - Guinardó,2,1,1,2,2,70,6,1,,3,,3,2,0,1,2,8,,2,0,0,1,0,0,0,,1,98,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,2.1697136,41.4270969,2.0410940
150,1,20201019,2,Eixample,1,1,1,3,2,68,6,1,,3,,2,2,0,1,2,10,,2,0,1,0,0,0,0,,1,1,,1,,,,,,,1,1,1,4,5,5,5,1,4,4,5,1,5,5,5,4,5,5,4,5,1,2,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,7,3,,,,,,,,5,2,,,,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,3,2.1759067,41.4091171,0.9138400
153,1,20201019,10,Sant Martí,1,1,1,2,1,63,5,1,,1,5,2,2,0,1,2,5,,2,0,2,0,0,0,0,,1,1,,1,2,,,,,,1,4,1,4,3,5,5,1,5,5,4,2,5,5,5,5,5,5,5,5,3,,1,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,2,2,,,,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,4,2.2021268,41.4198854,1.7432580
154,1,20201019,3,Sants - Montjuïc,1,1,1,2,2,52,4,1,,1,3,6,5,0,1,2,7,,5,2,2,0,0,0,0,,1,1,,1,2,,,,,,1,1,1,2,1,5,1,1,1,2,2,2,4,4,4,3,4,5,5,5,1,,2,0,,2,1,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,2,9,3,,,,,,,,5,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,9,2.137443,41.3776357,1.6428030
155,1,20201020,8,Nou Barris,2,1,2,1,2,50,4,1,,1,2,4,4,0,1,2,8,,4,1,4,1,0,1,0,,1,1,,1,2,,,,,,1,1,1,3,2,5,5,1,1,1,3,2,4,3,5,3,1,5,2,1,2,5,2,0,,4,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,10,2.1640411,41.4424117,0.5537460
159,1,20201021,5,Sarrià - Sant Gervasi,1,1,1,5,2,61,5,1,,1,5,4,3,0,1,2,9,,3,3,2,1,0,1,1,1,1,1,,1,,,,,,,1,1,1,2,1,3,5,5,2,3,3,2,3,5,5,4,4,5,5,1,1,,2,0,,2,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,2,7,3,,,,,,,,5,2,,,,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,9,2.1204387,41.3972596,0.5724590
160,1,20201029,3,Sants - Montjuïc,2,1,1,2,1,58,5,1,,1,5,4,3,0,1,2,6,,3,0,2,0,0,1,0,,1,1,,1,2,,,,,,1,1,1,5,5,5,5,1,5,5,5,5,5,5,4,4,2,5,5,5,5,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,5,2.1291901,41.3723012,1.7432580
161,1,20201019,8,Nou Barris,2,1,1,1,2,56,5,1,,1,5,2,2,0,1,1,8,,2,0,1,0,0,0,0,,1,1,,1,,,,,,,1,4,3,5,5,5,2,1,3,5,5,2,5,5,5,3,5,5,4,5,4,1,2,6,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,6,3,,,,,,,,3,2,,,,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,3,2.1725782,41.4293188,0.5194690
163,1,20201019,3,Sants - Montjuïc,2,1,1,2,2,60,5,1,,3,,4,3,0,1,2,8,,0,0,0,0,0,0,0,,2,,,1,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1346966,41.3568452,1.7400630
165,1,20201019,3,Sants - Montjuïc,1,1,1,2,1,67,6,1,,3,,4,3,0,1,2,10,,3,1,1,0,0,0,0,,2,,,1,,,,,,,1,3,1,5,1,5,5,1,3,4,5,3,5,5,5,4,5,5,2,5,5,1,2,5,5,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,10,3,,,,,,,,2,2,,,,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,5,2.1336133,41.3789303,1.9817320
166,1,20201020,2,Eixample,1,1,1,5,1,70,6,1,,3,,2,2,0,1,2,8,,2,1,1,1,0,0,0,,1,1,,1,,,,,,,1,1,1,1,2,5,5,2,2,2,4,2,5,5,5,5,4,5,5,2,5,,1,0,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,0,,3,,,,,,,,5,2,,,,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,5,2.1577269,41.3949729,0.6212770
168,1,20201019,8,Nou Barris,1,1,1,1,2,61,5,1,,3,,1,1,0,1,2,6,,0,0,1,0,0,0,0,,2,,,1,,,,,,,1,2,5,5,5,5,5,5,4,4,5,5,2,5,5,5,5,5,5,5,5,,1,0,,1,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,1,,2,,,,,,,,5,2,,,,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2.1746954,41.4365544,0.5194690
171,1,20201019,3,Sants - Montjuïc,2,1,1,2,2,74,6,1,,3,,1,1,0,2,,,7,0,0,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,0,2.1381811,41.357681,2.0410940
187,1,20201019,8,Nou Barris,1,1,1,1,1,21,1,1,,5,,4,4,1,1,2,9,,4,1,2,2,3,0,0,,1,1,,1,,,,,,,1,1,1,1,1,5,1,1,3,4,4,3,1,5,5,5,5,5,5,2,1,,1,0,,2,,2,,,3,,,,,,,,1,,,,,,,1,,,,,,,,,,2,6,2,,,,,,,,3,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,9,2.1730404,41.4379243,0.9425290
196,1,20201020,3,Sants - Montjuïc,1,1,1,2,1,47,4,1,,2,,4,4,1,1,2,6,,4,1,1,1,1,0,0,,1,1,,1,2,,,,,,1,1,1,3,3,5,5,3,3,3,3,2,3,5,5,3,3,5,5,2,2,,3,0,,4,,1,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,2,8,3,,,,,,,,3,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,7,2.1428189,41.3588507,1.8575540
198,1,20201021,5,Sarrià - Sant Gervasi,2,1,1,5,2,56,5,1,,1,4,4,4,0,1,2,8,,4,1,4,1,1,0,0,,1,1,,1,2,,,,,,1,1,1,1,1,4,5,1,2,1,2,2,3,4,5,2,4,5,5,2,2,,1,0,,2,2,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,2,8,2,,,,,,,,5,2,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,10,2.1209785,41.3954522,0.5724590
201,1,20201022,2,Eixample,1,1,1,5,2,63,5,1,,1,5,3,2,0,1,2,7,,2,1,2,0,0,0,0,,1,1,,1,,,,,,,2,1,1,1,1,5,5,1,1,1,4,1,4,4,5,4,2,5,5,2,2,,1,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,8,3,,,,,,,,3,2,,,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,5,2.17663,41.3970158,0.5724590
205,1,20201020,3,Sants - Montjuïc,1,1,1,2,2,46,4,1,,2,,5,3,0,2,,,7,1,2,0,0,0,0,0,,1,1,,1,,,,,,,1,4,1,4,4,5,1,1,5,5,4,4,5,5,1,5,4,5,5,5,4,,2,6,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,3,2,,,,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,3,2.1369318,41.3757604,1.6428030
206,1,20201019,2,Eixample,2,1,1,3,2,80,7,1,,3,,6,3,0,1,98,98,,0,0,0,0,0,0,0,,2,,,,,,0,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,5,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,1,1,2,,3,,,,,,,,,,,,,,,,,,,,,0,2.175188,41.4076747,0.9189770
212,1,20201019,2,Eixample,2,1,1,3,1,69,6,1,,3,,3,2,0,1,2,10,,0,1,1,1,0,0,0,,2,,,1,,,,,,,1,3,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,98,5,1,1,,2,0,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,3,,,,,,,,2,2,,,,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,98,2,1,1,3,2.1479514,41.382252,0.9409090
